paper_id,year,category,title,abstract,keywords,group_num,group_name,topic_id,topic_name,r1_terms,r1_term_count,annot_missing_terms,annot_important_terms,model_r2_terms,model_additional_terms,combined_important_terms
18430,2016,PHYSICS,Understanding deep convolutional networks,"Deep convolutional networks provide state-of-the-art classifications and regressions results overmany high-dimensional problems. We review their architecture, which scatters data with a cascade of linear filter weights and nonlinearities. A mathematical framework is introduced to analyse their properties. Computations of invariants involve multiscale contractions with wavelets, the linearization of hierarchical symmetries and sparse separations. Applications are discussed.",deep convolutional neural networks; learning; wavelets,16,AI Fundamental Research,73,Deep Learning and Neural Networks,deep convolutional networks; linear filter weights; nonlinearities; multiscale contractions; wavelets; linearization of hierarchical symmetries; sparse separations,7,,,deep convolutional networks; sparse separations,deep convolutional networks; sparse separations,deep convolutional networks; sparse separations
18515,2021,COMPUTER SCIENCE,Learning nonlinear operators via DeepONet based on the universal approximation theorem of operators,"It is widely known that neural networks (NNs) are universal approximators of continuous functions. However, a less known but powerful result is that a NN with a single hidden layer can accurately approximate any nonlinear continuous operator. This universal approximation theorem of operators is suggestive of the structure and potential of deep neural networks (DNNs) in learning continuous operators or complex systems from streams of scattered data. Here, we thus extend this theorem to DNNs. We design a new network with small generalization error, the deep operator network (DeepONet), which consists of a DNN for encoding the discrete input function space (branch net) and another DNN for encoding the domain of the output functions (trunk net). We demonstrate that DeepONet can learn various explicit operators, such as integrals and fractional Laplacians, as well as implicit operators that represent deterministic and stochastic differential equations. We study different formulations of the input function space and its effect on the generalization error for 16 different diverse applications.",NEURAL-NETWORKS; FUNCTIONALS; UNCERTAINTY,16,AI Fundamental Research,73,Deep Learning and Neural Networks,DeepONet; universal approximation theorem of operators; deep neural networks; branch net; trunk net; nonlinear continuous operator; generalization error; input function space; output functions; deterministic differential equations; stochastic differential equations; fractional Laplacians,12,,DeepONet,deep neural networks; output functions,deep neural networks; output functions,deeponet; deep neural networks; output functions
18619,2022,ENGINEERING,A Continual Learning Survey: Defying Forgetting in Classification Tasks,"Artificial neural networks thrive in solving the classification problem for a particular rigid task, acquiring knowledge through generalized learning behaviour from a distinct training phase. The resulting network resembles a static entity of knowledge, with endeavours to extend this knowledge without targeting the original task resulting in a catastrophic forgetting. Continual learning shifts this paradigm towards networks that can continually accumulate knowledge over different tasks without the need to retrain from scratch. We focus on task incremental classification, where tasks arrive sequentially and are delineated by clear boundaries. Our main contributions concern: (1) a taxonomy and extensive overview of the state-of-the-art; (2) a novel framework to continually determine the stability-plasticity trade-off of the continual learner; (3) a comprehensive experimental comparison of 11 state-of-the-art continual learning methods; and (4) baselines. We empirically scrutinize method strengths and weaknesses on three benchmarks, considering Tiny Imagenet and large-scale unbalanced iNaturalist and a sequence of recognition datasets. We study the influence of model capacity, weight decay and dropout regularization, and the order in which the tasks are presented, and qualitatively compare methods in terms of required memory, computation time, and storage.",Task analysis; Knowledge engineering; Neural networks; Training; Training data; Learning systems; Interference; Continual learning; lifelong learning; task incremental learning; catastrophic forgetting; classification; neural networks; NEURAL-NETWORKS; FRAMEWORK,16,AI Fundamental Research,73,Deep Learning and Neural Networks,continual learning; task incremental classification; stability-plasticity trade-off; weight decay; dropout regularization; catastrophic forgetting; artificial neural networks; generalized learning behaviour; model capacity; recognition datasets,10,,,continual learning; task incremental classification; dropout regularization; artificial neural networks; generalized learning behaviour; model capacity,continual learning; task incremental classification; dropout regularization; artificial neural networks; generalized learning behaviour; model capacity,continual learning; task incremental classification; dropout regularization; artificial neural networks; generalized learning behaviour; model capacity
165,2019,COMPUTER SCIENCE,A survey on deep learning based face recognition,"Deep learning, in particular the deep convolutional neural networks, has received increasing interests in face recognition recently, and a number of deep learning methods have been proposed. This paper summarizes about 330 contributions in this area. It reviews major deep learning concepts pertinent to face image analysis and face recognition, and provides a concise overview of studies on specific face recognition problems, such as handling variations in pose, age, illumination, expression, and heterogeneous face matching. A summary of databases used for deep face recognition is given as well. Finally, some open challenges and directions are discussed for future research.",Deep learning; Face recognition; Artificial Neural Network; Convolutional Neural Networks; Autoencoder; Generative Adversarial Networks; CONVOLUTIONAL NEURAL-NETWORK; FACIAL EXPRESSION; VERIFICATION; DATABASE; REPRESENTATION; ALGORITHM; ALIGNMENT; SKETCHES; FEATURES; MODEL,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,deep convolutional neural networks; face image analysis; heterogeneous face matching,3,,,deep convolutional neural networks,deep convolutional neural networks,deep convolutional neural networks
561,2018,ENGINEERING,Top-Down Neural Attention by Excitation Backprop,"We aim to model the top-down attention of a convolutional neural network (CNN) classifier for generating task-specific attention maps. Inspired by a top-down human visual attention model, we propose a new backpropagation scheme, called Excitation Backprop, to pass along top-down signals downwards in the network hierarchy via a probabilistic Winner-Take-All process. Furthermore, we introduce the concept of contrastive attention to make the top-down attention maps more discriminative. We show a theoretic connection between the proposed contrastive attention formulation and the Class Activation Map computation. Efficient implementation of Excitation Backprop for common neural network layers is also presented. In experiments, we visualize the evidence of a model's classification decision by computing the proposed top-down attention maps. For quantitative evaluation, we report the accuracy of our method in weakly supervised localization tasks on the MS COCO, PASCAL VOC07 and ImageNet datasets. The usefulness of our method is further validated in the text-to-region association task. On the Flicicr30k Entities dataset, we achieve promising performance in phrase localization by leveraging the top-down attention of a CNN model that has been trained on weakly labeled web images. Finally, we demonstrate applications of our method in model interpretation and data annotation assistance for facial expression analysis and medical imaging tasks.",Convolutional neural network; Top-down attention; Selective tuning; VISUAL-ATTENTION; MECHANISMS; SEARCH; COMPETITION; MODEL,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Excitation Backprop; contrastive attention; Class Activation Map; probabilistic Winner-Take-All; weakly supervised localization; text-to-region association; phrase localization; model interpretation; data annotation assistance,9,,Excitation Backprop; contrastive attention,contrastive attention; weakly supervised localization; text-to-region association; phrase localization,weakly supervised localization; text-to-region association; phrase localization,excitation backprop; contrastive attention; weakly supervised localization; text-to-region association; phrase localization
894,2020,ENGINEERING,Region Attention Networks for Pose and Occlusion Robust Facial Expression Recognition,"Occlusion and pose variations, which can change facial appearance significantly, are two major obstacles for automatic Facial Expression Recognition (FER). Though automatic FER has made substantial progresses in the past few decades, occlusion-robust and pose-invariant issues of FER have received relatively less attention, especially in real-world scenarios. This paper addresses the real-world pose and occlusion robust FER problem in the following aspects. First, to stimulate the research of FER under real-world occlusions and variant poses, we annotate several in-the-wild FER datasets with pose and occlusion attributes for the community. Second, we propose a novel Region Attention Network (RAN), to adaptively capture the importance of facial regions for occlusion and pose variant FER. The RAN aggregates and embeds varied number of region features produced by a backbone convolutional neural network into a compact fixed-length representation. Last, inspired by the fact that facial expressions are mainly defined by facial action units, we propose a region biased loss to encourage high attention weights for the most important regions. We validate our RAN and region biased loss on both our built test datasets and four popular datasets: FERPlus, AffectNet, RAF-DB, and SFEW. Extensive experiments show that our RAN and region biased loss largely improve the performance of FER with occlusion and variant pose. Our method also achieves state-of-the-art results on FERPlus, AffectNet, RAF-DB, and SFEW. Code and the collected test data will be publicly available.",Facial expression recognition; occlusion-robust and pose-invariant; region attention network; deep convolutional neural networks; FACE; REPRESENTATION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Region Attention Network; occlusion-robust FER; pose-invariant FER; backbone convolutional neural network; region biased loss; facial action units; fixed-length representation; region features aggregation,8,,Region Attention Network; region biased loss,region attention network; occlusion-robust fer; pose-invariant fer; backbone convolutional neural network; region biased loss; facial action units,occlusion-robust fer; pose-invariant fer; backbone convolutional neural network; facial action units,region biased loss; region attention network; occlusion-robust fer; pose-invariant fer; backbone convolutional neural network; facial action units
962,2015,ENGINEERING,Deep feature learning with relative distance comparison for person re-identification,"Identifying the same individual across different scenes is an important yet difficult task in intelligent video surveillance. Its main difficulty lies in how to preserve similarity of the same person against large appearance and structure variation while discriminating different individuals. In this paper, we present a scalable distance driven feature learning framework based on the deep neural network for person re-identification, and demonstrate its effectiveness to handle the existing challenges. Specifically, given the training images with the class labels (person IDs), we first produce a large number of triplet units, each of which contains three images, i.e. one person with a matched reference and a mismatched reference. Treating the units as the input, we build the convolutional neural network to generate the layered representations, and follow with the L2 distance metric. By means of parameter optimization, our framework tends to maximize the relative distance between the matched pair and the mismatched pair for each triplet unit. Moreover, a nontrivial issue arising with the framework is that the triplet organization cubically enlarges the number of training triplets, as one image can be involved into several triplet units. To overcome this problem, we develop an effective triplet generation scheme and an optimized gradient descent algorithm, making the computational load mainly depend on the number of original images instead of the number of triplets. On several challenging databases, our approach achieves very promising results and outperforms other state-of-the-art approaches. (C) 2015 Elsevier Ltd. All rights reserved.",Person re-identification; Deep learning; Distance comparison,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,deep feature learning; relative distance comparison; person re-identification; deep neural network; triplet units; convolutional neural network; L2 distance metric; parameter optimization; triplet generation scheme; optimized gradient descent algorithm,10,,relative distance comparison framework; triplet generation scheme,deep feature learning; deep neural network; triplet units; convolutional neural network; triplet generation scheme,deep feature learning; deep neural network; convolutional neural network,relative distance comparison framework; triplet generation scheme; deep feature learning; deep neural network; convolutional neural network
969,2019,ENGINEERING,"HyperFace: A Deep Multi-Task Learning Framework for Face Detection, Landmark Localization, Pose Estimation, and Gender Recognition","We present an algorithm for simultaneous face detection, landmarks localization, pose estimation and gender recognition using deep convolutional neural networks (CNN). The proposed method called, HyperFace, fuses the intermediate layers of a deep CNN using a separate CNN followed by a multi-task learning algorithm that operates on the fused features. It exploits the synergy among the tasks which boosts up their individual performances. Additionally, we propose two variants of HyperFace: (1) HyperFace-ResNet that builds on the ResNet-101 model and achieves significant improvement in performance, and (2) Fast-HyperFace that uses a high recall fast face detector for generating region proposals to improve the speed of the algorithm. Extensive experiments show that the proposed models are able to capture both global and local information in faces and performs significantly better than many competitive algorithms for each of these four tasks.",Face detection; landmarks localization; head pose estimation; gender recognition; deep convolutional neural networks; multi-task learning; ALIGNMENT; REPRESENTATION; CASCADE; MODELS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,deep convolutional neural networks; multi-task learning algorithm; HyperFace; HyperFace-ResNet; ResNet-101; Fast-HyperFace; high recall fast face detector; region proposals,8,,HyperFace; HyperFace-ResNet; Fast-HyperFace,deep convolutional neural networks; hyperface; hyperface-resnet; fast-hyperface; region proposals,deep convolutional neural networks; region proposals,fast-hyperface; hyperface-resnet; hyperface; deep convolutional neural networks; region proposals
1216,2017,CHEMISTRY,Person Recognition System Based on a Combination of Body Images from Visible Light and Thermal Cameras,"The human body contains identity information that can be used for the person recognition (verification/recognition) problem. In this paper, we propose a person recognition method using the information extracted from body images. Our research is novel in the following three ways compared to previous studies. First, we use the images of human body for recognizing individuals. To overcome the limitations of previous studies on body-based person recognition that use only visible light images for recognition, we use human body images captured by two different kinds of camera, including a visible light camera and a thermal camera. The use of two different kinds of body image helps us to reduce the effects of noise, background, and variation in the appearance of a human body. Second, we apply a state-of-the art method, called convolutional neural network (CNN) among various available methods, for image features extraction in order to overcome the limitations of traditional hand-designed image feature extraction methods. Finally, with the extracted image features from body images, the recognition task is performed by measuring the distance between the input and enrolled samples. The experimental results show that the proposed method is efficient for enhancing recognition accuracy compared to systems that use only visible light or thermal images of the human body.",person recognition; surveillance systems; visible light and thermal cameras; histogram of oriented gradients; convolutional neural network; SURVEILLANCE; IDENTIFICATION; HISTOGRAM; FUSION; ROBUST; LBP,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,convolutional neural network; image features extraction; visible light camera; thermal camera; body-based person recognition; hand-designed image feature extraction; distance measurement,7,,,convolutional neural network; hand-designed image feature extraction,convolutional neural network; hand-designed image feature extraction,convolutional neural network; hand-designed image feature extraction
1394,2022,ENGINEERING,Deep Learning for Person Re-Identification: A Survey and Outlook,"Person re-identification (Re-ID) aims at retrieving a person of interest across multiple non-overlapping cameras. With the advancement of deep neural networks and increasing demand of intelligent video surveillance, it has gained significantly increased interest in the computer vision community. By dissecting the involved components in developing a person Re-ID system, we categorize it into the closed-world and open-world settings. The widely studied closed-world setting is usually applied under various research-oriented assumptions, and has achieved inspiring success using deep learning techniques on a number of datasets. We first conduct a comprehensive overview with in-depth analysis for closed-world person Re-ID from three different perspectives, including deep feature representation learning, deep metric learning and ranking optimization. With the performance saturation under closed-world setting, the research focus for person Re-ID has recently shifted to the open-world setting, facing more challenging issues. This setting is closer to practical applications under specific scenarios. We summarize the open-world Re-ID in terms of five different aspects. By analyzing the advantages of existing methods, we design a powerful AGW baseline, achieving state-of-the-art or at least comparable performance on twelve datasets for four different Re-ID tasks. Meanwhile, we introduce a new evaluation metric (mINP) for person Re-ID, indicating the cost for finding all the correct matches, which provides an additional criteria to evaluate the Re-ID system for real applications. Finally, some important yet under-investigated open issues are discussed.",Annotations; Cameras; Training; Training data; Feature extraction; Data models; Deep learning; Person re-identification; pedestrian retrieval; literature survey; evaluation metric; deep learning; PEDESTRIAN DETECTION; ATTENTION; RANKING; NETWORK; ADAPTATION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,deep feature representation learning; deep metric learning; ranking optimization; AGW baseline; mINP evaluation metric,5,,AGW baseline; mINP evaluation metric,deep feature representation learning,deep feature representation learning,minp evaluation metric; agw baseline; deep feature representation learning
1494,2019,ENGINEERING,Pedestrian Alignment Network for Large-scale Person Re-Identification,"Person re-identification (re-ID) is mostly viewed as an image retrieval problem. This task aims to search a query person in a large image pool. In practice, person re-ID usually adopts automatic detectors to obtain cropped pedestrian images. However, this process suffers from two types of detector errors: excessive background and part missing. Both errors deteriorate the quality of pedestrian alignment and may compromise pedestrian matching due to the position and scale variances. To address the misalignment problem, we propose that alignment be learned from an identification procedure. We introduce the pedestrian alignment network (PAN) which allows discriminative embedding learning pedestrian alignment without extra annotations. We observe that when the convolutional neural network learns to discriminate between different identities, the learned feature maps usually exhibit strong activations on the human body rather than the background. The proposed network thus takes advantage of this attention mechanism to adaptively locate and align pedestrians within a bounding box. Visual examples show that pedestrians are better aligned with PAN. Experiments on three large-scale re-ID datasets confirm that PAN improves the discriminative ability of the feature embeddings and yields competitive accuracy with the state-of-the-art methods.",Person re-identification; person search; person alignment; image retrieval; deep learning,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,pedestrian alignment network; discriminative embedding learning; convolutional neural network; attention mechanism; feature embeddings,5,,Pedestrian Alignment Network,convolutional neural network; attention mechanism; feature embeddings,convolutional neural network; attention mechanism; feature embeddings,pedestrian alignment network; convolutional neural network; attention mechanism; feature embeddings
1506,2018,ENGINEERING,Skeleton-Based Action Recognition Using Spatio-Temporal LSTM Network with Trust Gates,"Skeleton-based human action recognition has attracted a lot of research attention during the past few years. Recent works attempted to utilize recurrent neural networks to model the temporal dependencies between the 3D positional configurations of human body joints for better analysis of human activities in the skeletal data. The proposed work extends this idea to spatial domain as well as temporal domain to better analyze the hidden sources of action-related information within the human skeleton sequences in both of these domains simultaneously. Based on the pictorial structure of Kinect's skeletal data, an effective tree-structure based traversal framework is also proposed. In order to deal with the noise in the skeletal data, a new gating mechanism within LSTM module is introduced, with which the network can learn the reliability of the sequential data and accordingly adjust the effect of the input data on the updating procedure of the long-term context representation stored in the unit's memory cell. Moreover, we introduce a novel multi-modal feature fusion strategy within the LSTM unit in this paper. The comprehensive experimental results on seven challenging benchmark datasets for human action recognition demonstrate the effectiveness of the proposed method.",Action recognition; recurrent neural networks; long short-term memory; spatio-temporal analysis; tree traversal; trust gate; skeleton sequence; HISTOGRAMS; JOINTS; POSE,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Spatio-Temporal LSTM Network; Trust Gates; Recurrent Neural Networks; 3D Positional Configurations; Tree-Structure Based Traversal Framework; Gating Mechanism; Long-Term Context Representation; Multi-Modal Feature Fusion Strategy,8,,Spatio-Temporal LSTM Network; Trust Gates,spatio-temporal lstm network; tree-structure based traversal framework; multi-modal feature fusion strategy,tree-structure based traversal framework; multi-modal feature fusion strategy,trust gates; spatio-temporal lstm network; tree-structure based traversal framework; multi-modal feature fusion strategy
1508,2017,ENGINEERING,Facial Expression Recognition Based on Deep Evolutional Spatial-Temporal Networks,"One key challenging issue of facial expression recognition is to capture the dynamic variation of facial physical structure from videos. In this paper, we propose a part-based hierarchical bidirectional recurrent neural network (PHRNN) to analyze the facial expression information of temporal sequences. Our PHRNN models facial morphological variations and dynamical evolution of expressions, which is effective to extract ""temporal features"" based on facial landmarks (geometry information) from consecutive frames. Meanwhile, in order to complement the still appearance information, a multi-signal convolutional neural network (MSCNN) is proposed to extract ""spatial features"" from still frames. We use both recognition and verification signals as supervision to calculate different loss functions, which are helpful to increase the variations of different expressions and reduce the differences among identical expressions. This deep evolutional spatial-temporal network (composed of PHRNN and MSCNN) extracts the partial-whole, geometry-appearance, and dynamic-still information, effectively boosting the performance of facial expression recognition. Experimental results show that this method largely outperforms the state-of-the-art ones. On three widely used facial expression databases (CK+, Oulu-CASIA, and MMI), our method reduces the error rates of the previous best ones by 45.5%, 25.8%, and 24.4%, respectively.",Facial expression recognition; dynamical evolution; recognition and verification signals; deep spatial-temporal networks,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,part-based hierarchical bidirectional recurrent neural network; PHRNN; multi-signal convolutional neural network; MSCNN; deep evolutional spatial-temporal network; temporal features; spatial features; facial landmarks; geometry information; recognition and verification signals; loss functions; partial-whole information; geometry-appearance information; dynamic-still information,14,,PHRNN; MSCNN; deep evolutional spatial-temporal network,part-based hierarchical bidirectional recurrent neural network; multi-signal convolutional neural network; deep evolutional spatial-temporal network; temporal features; spatial features; facial landmarks; loss functions,part-based hierarchical bidirectional recurrent neural network; multi-signal convolutional neural network; temporal features; spatial features; facial landmarks; loss functions,phrnn; mscnn; deep evolutional spatial-temporal network; part-based hierarchical bidirectional recurrent neural network; multi-signal convolutional neural network; temporal features; spatial features; facial landmarks; loss functions
1629,2018,COMPUTER SCIENCE,A Light CNN for Deep Face Representation With Noisy Labels,"The volume of convolutional neural network (CNN) models proposed for face recognition has been continuously growing larger to better fit the large amount of training data. When training data are obtained from the Internet, the labels are likely to be ambiguous and inaccurate. This paper presents a Light CNN framework to learn a compact embedding on the large-scale face data with massive noisy labels. First, we introduce a variation of maxout activation, called max-feature-map (MFM), into each convolutional layer of CNN. Different from maxout activation that uses many feature maps to linearly approximate an arbitrary convex activation function, MFM does so via a competitive relationship. MFM can not only separate noisy and informative signals but also play the role of feature selection between two feature maps. Second, three networks are carefully designed to obtain better performance, meanwhile, reducing the number of parameters and computational costs. Finally, a semantic bootstrapping method is proposed to make the prediction of the networks more consistent with noisy labels. Experimental results show that the proposed framework can utilize large-scale noisy data to learn a Light model that is efficient in computational costs and storage spaces. The learned single network with a 256-D representation achieves state-of-theart results on various face benchmarks without fine-tuning.",Convolutional neural network; face recognition; CLASSIFICATION; RECOGNITION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Light CNN; max-feature-map (MFM); maxout activation; semantic bootstrapping method; 256-D representation,5,,Light CNN; max-feature-map (MFM); semantic bootstrapping,light cnn,,max-feature-map (mfm); semantic bootstrapping; light cnn
2146,2016,ENGINEERING,Multi-Modal Curriculum Learning for Semi-Supervised Image Classification,"Semi-supervised image classification aims to classify a large quantity of unlabeled images by typically harnessing scarce labeled images. Existing semi-supervised methods often suffer from inadequate classification accuracy when encountering difficult yet critical images, such as outliers, because they treat all unlabeled images equally and conduct classifications in an imperfectly ordered sequence. In this paper, we employ the curriculum learning methodology by investigating the difficulty of classifying every unlabeled image. The reliability and the discriminability of these unlabeled images are particularly investigated for evaluating their difficulty. As a result, an optimized image sequence is generated during the iterative propagations, and the unlabeled images are logically classified from simple to difficult. Furthermore, since images are usually characterized by multiple visual feature descriptors, we associate each kind of features with a teacher, and design a multi-modal curriculum learning (MMCL) strategy to integrate the information from different feature modalities. In each propagation, each teacher analyzes the difficulties of the currently unlabeled images from its own modality viewpoint. A consensus is subsequently reached among all the teachers, determining the currently simplest images (i.e., a curriculum), which are to be reliably classified by the multi-modal learner. This well-organized propagation process leveraging multiple teachers and one learner enables our MMCL to outperform five state-of-the-art methods on eight popular image data sets.",Curriculum learning; semi-supervised learning; multi-modal; image classification; LABEL PROPAGATION; MATRIX; PROJECTION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,semi-supervised image classification; curriculum learning methodology; multi-modal curriculum learning; feature descriptors; iterative propagations; multi-modal learner,6,,Multi-Modal Curriculum Learning (MMCL),curriculum learning methodology; multi-modal curriculum learning; feature descriptors; multi-modal learner,feature descriptors,multi-modal curriculum learning (mmcl); feature descriptors
2188,2014,COMPUTER SCIENCE,Real-Time Continuous Pose Recovery of Human Hands Using Convolutional Networks,"We present a novel method for real-time continuous pose recovery of markerless complex articulable objects from a single depth image. Our method consists of the following stages: a randomized decision forest classifier for image segmentation, a robust method for labeled dataset generation, a convolutional network for dense feature extraction, and finally an inverse kinematics stage for stable real-time pose recovery. As one possible application of this pipeline, we show state-of-the-art results for real-time puppeteering of a skinned hand-model.",Hand tracking; neural networks; markerless motion capture; analysis-by-synthesis,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,randomized decision forest classifier; image segmentation; labeled dataset generation; convolutional network; dense feature extraction; inverse kinematics; real-time pose recovery; skinned hand-model,8,,,convolutional network; dense feature extraction,convolutional network; dense feature extraction,convolutional network; dense feature extraction
2244,2020,ENGINEERING,DeepIM: Deep Iterative Matching for 6D Pose Estimation,"Estimating 6D poses of objects from images is an important problem in various applications such as robot manipulation and virtual reality. While direct regression of images to object poses has limited accuracy, matching rendered images of an object against the input image can produce accurate results. In this work, we propose a novel deep neural network for 6D pose matching named DeepIM. Given an initial pose estimation, our network is able to iteratively refine the pose by matching the rendered image against the observed image. The network is trained to predict a relative pose transformation using a disentangled representation of 3D location and 3D orientation and an iterative training process. Experiments on two commonly used benchmarks for 6D pose estimation demonstrate that DeepIM achieves large improvements over state-of-the-art methods. We furthermore show that DeepIM is able to match previously unseen objects.",3D object recognition; 6D object pose estimation; Object tracking; OBJECT RECOGNITION; REGISTRATION; HISTOGRAMS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,Deep Iterative Matching; 6D Pose Estimation; deep neural network; pose matching; relative pose transformation; disentangled representation; 3D location; 3D orientation; iterative training process,9,,DeepIM,deep neural network,deep neural network,deepim; deep neural network
2461,2019,ENGINEERING,Look into Person: Joint Body Parsing & Pose Estimation Network and a New Benchmark,"Human parsing and pose estimation have recently received considerable interest due to their substantial application potentials. However, the existing datasets have limited numbers of images and annotations and lack a variety of human appearances and coverage of challenging cases in unconstrained environments. In this paper, we introduce a new benchmark named ""Look into Person (LIP)"" that provides a significant advancement in terms of scalability, diversity, and difficulty, which are crucial for future developments in human-centric analysis. This comprehensive dataset contains over 50,000 elaborately annotated images with 19 semantic part labels and 16 body joints, which are captured from a broad range of viewpoints, occlusions, and background complexities. Using these rich annotations, we perform detailed analyses of the leading human parsing and pose estimation approaches, thereby obtaining insights into the successes and failures of these methods. To further explore and take advantage of the semantic correlation of these two tasks, we propose a novel joint human parsing and pose estimation network to explore efficient context modeling, which can simultaneously predict parsing and pose with extremely high quality. Furthermore, we simplify the network to solve human parsing by exploring a novel self-supervised structure-sensitive learning approach, which imposes human pose structures into the parsing results without resorting to extra supervision. The datasets, code and models are available at http://www.sysu-hcp.net/lip/.",Human parsing; pose estimation; context modeling; convolutional neural networks,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,joint human parsing; pose estimation network; self-supervised structure-sensitive learning; context modeling; semantic part labels; body joints; human-centric analysis,7,,Look into Person (LIP); structure-sensitive learning,,,look into person (lip); structure-sensitive learning
2537,2017,ENGINEERING,Enhanced skeleton visualization for view invariant human action recognition,"Human action recognition based on skeletons has wide applications in human computer interaction and intelligent surveillance. However, view variations and noisy data bring challenges to this task. What's more, it remains a problem to effectively represent spatio-temporal skeleton sequences. To solve these problems in one goal, this work presents an enhanced skeleton visualization method for view invariant human action recognition. Our method consists of three stages. First, a sequence-based view invariant transform is developed to eliminate the effect of view variations on spatio-temporal locations of skeleton joints. Second, the transformed skeletons are visualized as a series of color images, which implicitly encode the spatio-temporal information of skeleton joints. Furthermore, visual and motion enhancement methods are applied on color images to enhance their local patterns. Third, a convolutional neural networks-based model is adopted to extract robust and discriminative features from color images. The final action class scores are generated by decision level fusion of deep features. Extensive experiments on four challenging datasets consistently demonstrate the superiority of our method. (C) 2017 Elsevier Ltd. All rights reserved.",Human action recognition; View invariant; Skeleton sequence; DEPTH; SENSOR; FUSION,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,sequence-based view invariant transform; spatio-temporal skeleton sequences; enhanced skeleton visualization; color images encoding; visual enhancement methods; motion enhancement methods; convolutional neural networks-based model; decision level fusion; deep features extraction,9,,enhanced skeleton visualization,convolutional neural networks-based model,convolutional neural networks-based model,enhanced skeleton visualization; convolutional neural networks-based model
2855,2020,COMPUTER SCIENCE,Monocular human pose estimation: A survey of deep learning-based methods,"Vision-based monocular human pose estimation, as one of the most fundamental and challenging problems in computer vision, aims to obtain posture of the human body from input images or video sequences. The recent developments of deep learning techniques have been brought significant progress and remarkable breakthroughs in the field of human pose estimation. This survey extensively reviews the recent deep learning-based 2D and 3D human pose estimation methods published since 2014. This paper summarizes the challenges, main frameworks, benchmark datasets, evaluation metrics, performance comparison, and discusses some promising future research directions.",Deep learning; Human pose estimation; Survey; HUMAN MOTION ANALYSIS; RECOGNITION; CAPTURE; MODEL; VIDEO,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,monocular human pose estimation; deep learning-based methods; 2D human pose estimation; 3D human pose estimation; vision-based monocular human pose estimation,5,,,,,
3031,2017,COMPUTER SCIENCE,VNect: Real-time 3D Human Pose Estimation with a Single RGB Camera,"We present the first real-time method to capture the full global 3D skeletal pose of a human in a stable, temporally consistent manner using a single RGB camera. Our method combines a new convolutional neural network (CNN) based pose regressor with kinematic skeleton fitting. Our novel fully-convolutional pose formulation regresses 2D and 3D joint positions jointly in real time and does not require tightly cropped input frames. A real-time kinematic skeleton fitting method uses the CNN output to yield temporally stable 3D global pose reconstructions on the basis of a coherent kinematic skeleton. This makes our approach the first monocular RGB method usable in real-time applications such as 3D character control-thus far, the only monocular methods for such applications employed specialized RGB-D cameras. Our method's accuracy is quantitatively on par with the best offline 3D monocular RGB pose estimation methods. Our results are qualitatively comparable to, and sometimes better than, results from monocular RGB-D approaches, such as the Kinect. However, we show that our approach is more broadly applicable than RGB-D solutions, i.e., it works for outdoor scenes, community videos, and low quality commodity RGB cameras.",body pose; monocular; real time; PICTORIAL STRUCTURES; MOTION CAPTURE; TRACKING; RECONSTRUCTION; PEOPLE; MODELS,10,Machine Vision,112,Computer Vision and Multimodal Learning in Behavior Recognition,convolutional neural network; pose regressor; kinematic skeleton fitting; fully-convolutional pose formulation; 3D joint positions; real-time kinematic skeleton fitting; 3D global pose reconstructions; monocular RGB method; 3D character control; monocular RGB pose estimation,10,,VNect,convolutional neural network,convolutional neural network,vnect; convolutional neural network
